Tw, K	dTliq, K	P, atm.	Ts, K	L, m	Rw, kg/m3	Cw, J/kg/K	Kw, W/m/K	Rl, kg/m3	Cl, J/kg/K	Kl, W/m/K	Ll, Pa*sec	Q, N/m	dH, J/kg	Tlim, K
4,026640E+2	4,684013E+1	1,000000E+0	3,300001E+2	2,500000E-2	4,518911E+3	4,580815E+2	2,376912E+1	1,662808E+3	1,070712E+3	5,486623E-2	5,835952E-4	8,289191E-3	8,249410E+4	3,942066E+2
3,913340E+2	2,684013E+1	1,000000E+0	3,300001E+2	2,500000E-2	4,518911E+3	4,580815E+2	2,376912E+1	1,638025E+3	1,085330E+3	5,369827E-2	5,135244E-4	8,289191E-3	8,249410E+4	3,942066E+2
7,174400E+2	7,254716E+1	1,000000E+0	3,557072E+2	2,500000E-2	4,498733E+3	5,302237E+2	2,178739E+1	9,330827E+2	3,510260E+3	3,461515E-1	8,949395E-4	2,751946E-2	1,360967E+6	5,164731E+2
6,287420E+2	5,254716E+1	1,000000E+0	3,557072E+2	2,500000E-2	4,498733E+3	5,302237E+2	2,178739E+1	9,275410E+2	3,581246E+3	3,471725E-1	7,309925E-4	2,751946E-2	1,360967E+6	5,164731E+2
6,292460E+2	5,254716E+1	1,000000E+0	3,557072E+2	2,500000E-2	4,498733E+3	5,302237E+2	2,178739E+1	9,275410E+2	3,581246E+3	3,471725E-1	7,309925E-4	2,751946E-2	1,360967E+6	5,164731E+2
6,147130E+2	5,254716E+1	1,000000E+0	3,557072E+2	2,500000E-2	4,498733E+3	5,302237E+2	2,178739E+1	9,275410E+2	3,581246E+3	3,471725E-1	7,309925E-4	2,751946E-2	1,360967E+6	5,164731E+2
5,415180E+2	3,254716E+1	1,000000E+0	3,557072E+2	2,500000E-2	4,498733E+3	5,302237E+2	2,178739E+1	9,213507E+2	3,648111E+3	3,474814E-1	6,085358E-4	2,751946E-2	1,360967E+6	5,164731E+2
5,807760E+2	3,254716E+1	1,000000E+0	3,557072E+2	2,500000E-2	4,498733E+3	5,302237E+2	2,178739E+1	9,213507E+2	3,648111E+3	3,474814E-1	6,085358E-4	2,751946E-2	1,360967E+6	5,164731E+2
4,689820E+2	1,254716E+1	1,000000E+0	3,557072E+2	2,500000E-2	4,498733E+3	5,302237E+2	2,178739E+1	9,144688E+2	3,711147E+3	3,470953E-1	5,151776E-4	2,751946E-2	1,360967E+6	5,164731E+2
4,906900E+2	1,254716E+1	1,000000E+0	3,557072E+2	2,500000E-2	4,498733E+3	5,302237E+2	2,178739E+1	9,144688E+2	3,711147E+3	3,470953E-1	5,151776E-4	2,751946E-2	1,360967E+6	5,164731E+2
8,302490E+2	4,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,754848E+2	4,191310E+3	6,647873E-1	3,768036E-4	5,900277E-2	2,262707E+6	5,633670E+2
7,037340E+2	4,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,754848E+2	4,191310E+3	6,647873E-1	3,768036E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,417230E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,248740E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,560990E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,691540E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,042790E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,537970E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,851800E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,125470E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,274870E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,028410E+2	1,442986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,651037E+2	4,206933E+3	6,756380E-1	3,052589E-4	5,900277E-2	2,262707E+6	5,633670E+2
5,831730E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,393030E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,210190E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
9,062360E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
9,300660E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
9,438640E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
8,322540E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,380500E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,203280E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,762040E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,685710E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	4,491136E+3	5,511625E+2	2,120192E+1	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
1,276130E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,259000E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,282820E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,236640E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,326030E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,277510E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,278160E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,296330E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,282860E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,279360E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,309790E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,315740E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,297560E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,240840E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,336720E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,301760E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,275480E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,676910E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,698250E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,252280E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	9,171305E+3	3,745182E+2	4,363690E+2	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
1,559790E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	7,080404E+3	3,530554E+2	8,609055E+0	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
4,349820E+2	1,068401E+2	1,000000E+0	3,300001E+2	2,500000E-2	7,123516E+3	5,483296E+2	1,325135E+1	1,734866E+3	9,389989E+2	5,837055E-2	9,253656E-4	8,289191E-3	8,249410E+4	3,942066E+2
4,503660E+2	1,068401E+2	1,000000E+0	3,300001E+2	2,500000E-2	7,123516E+3	5,483296E+2	1,325135E+1	1,734866E+3	9,389989E+2	5,837055E-2	9,253656E-4	8,289191E-3	8,249410E+4	3,942066E+2
1,789190E+2	-1,959125E+2	1,000000E+0	7,724747E+1	2,500000E-2	7,080404E+3	3,530554E+2	8,609055E+0	NaN	NaN	NaN	NaN	8,899654E-3	1,992800E+5	1,102684E+2
4,336890E+2	8,684013E+1	1,000000E+0	3,300001E+2	2,500000E-2	7,123516E+3	5,483296E+2	1,325135E+1	1,711330E+3	9,999698E+2	5,720242E-2	7,827790E-4	8,289191E-3	8,249410E+4	3,942066E+2
4,179170E+2	6,684013E+1	1,000000E+0	3,300001E+2	2,500000E-2	7,123516E+3	5,483296E+2	1,325135E+1	1,687267E+3	1,043364E+3	5,603430E-2	6,715617E-4	8,289191E-3	8,249410E+4	3,942066E+2
4,116330E+2	4,684013E+1	1,000000E+0	3,300001E+2	2,500000E-2	7,123516E+3	5,483296E+2	1,325135E+1	1,662808E+3	1,070712E+3	5,486623E-2	5,835952E-4	8,289191E-3	8,249410E+4	3,942066E+2
3,967460E+2	2,684013E+1	1,000000E+0	3,300001E+2	2,500000E-2	7,123516E+3	5,483296E+2	1,325135E+1	1,638025E+3	1,085330E+3	5,369827E-2	5,135244E-4	8,289191E-3	8,249410E+4	3,942066E+2
4,588130E+2	5,570719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,863079E+2	2,917999E+3	1,674783E-1	8,082184E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,384350E+2	5,570719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,863079E+2	2,917999E+3	1,674783E-1	8,082184E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,562800E+2	4,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,828507E+2	2,963538E+3	1,666870E-1	7,516054E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,969940E+2	7,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,683917E+2	3,131805E+3	1,635722E-1	5,758231E-4	1,221985E-2	8,156802E+5	4,552949E+2
5,015460E+2	9,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,597735E+2	3,218704E+3	1,617942E-1	5,020563E-4	1,032433E-2	7,761304E+5	4,572756E+2
4,556200E+2	3,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,783523E+2	3,019468E+3	1,656902E-1	6,877444E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,472560E+2	2,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,736562E+2	3,074243E+3	1,646796E-1	6,306375E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,612550E+2	4,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,643832E+2	3,173253E+3	1,627413E-1	5,393620E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,863990E+2	5,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,580337E+2	3,235306E+3	1,614382E-1	4,890923E-4	1,221985E-2	8,156802E+5	4,552949E+2
5,027550E+2	6,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,530458E+2	3,281414E+3	1,604200E-1	4,548548E-4	1,116660E-2	7,942732E+5	4,562853E+2
5,225310E+2	7,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,488631E+2	3,318569E+3	1,595670E-1	4,290784E-4	1,032433E-2	7,761304E+5	4,572756E+2
5,085970E+2	6,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,530458E+2	3,281414E+3	1,604200E-1	4,548548E-4	1,116660E-2	7,942732E+5	4,562853E+2
4,297220E+2	1,237407E+1	1,200000E+0	3,555341E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,612578E+2	3,204309E+3	1,620984E-1	5,135800E-4	1,530339E-2	8,704143E+5	4,535122E+2
4,311190E+2	1,237407E+1	1,200000E+0	3,555341E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,612578E+2	3,204309E+3	1,620984E-1	5,135800E-4	1,530339E-2	8,704143E+5	4,535122E+2
4,342800E+2	1,237407E+1	1,200000E+0	3,555341E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,612578E+2	3,204309E+3	1,620984E-1	5,135800E-4	1,530339E-2	8,704143E+5	4,535122E+2
4,353090E+2	1,237407E+1	1,200000E+0	3,555341E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,612578E+2	3,204309E+3	1,620984E-1	5,135800E-4	1,530339E-2	8,704143E+5	4,535122E+2
4,356670E+2	1,237407E+1	1,200000E+0	3,555341E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,612578E+2	3,204309E+3	1,620984E-1	5,135800E-4	1,530339E-2	8,704143E+5	4,535122E+2
4,427060E+2	1,833660E+1	1,500000E+0	3,614966E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,580981E+2	3,234697E+3	1,614513E-1	4,895616E-4	1,458749E-2	8,587809E+5	4,538093E+2
4,422390E+2	1,833660E+1	1,500000E+0	3,614966E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,580981E+2	3,234697E+3	1,614513E-1	4,895616E-4	1,458749E-2	8,587809E+5	4,538093E+2
4,443990E+2	1,833660E+1	1,500000E+0	3,614966E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,580981E+2	3,234697E+3	1,614513E-1	4,895616E-4	1,458749E-2	8,587809E+5	4,538093E+2
4,641550E+2	2,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,537550E+2	3,274985E+3	1,605647E-1	4,594770E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,656520E+2	2,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,537550E+2	3,274985E+3	1,605647E-1	4,594770E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,618710E+2	2,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,537550E+2	3,274985E+3	1,605647E-1	4,594770E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,616790E+2	2,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,537550E+2	3,274985E+3	1,605647E-1	4,594770E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,606370E+2	2,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,537550E+2	3,274985E+3	1,605647E-1	4,594770E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,745040E+2	3,290047E+1	2,500000E+0	3,760605E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,501419E+2	3,307343E+3	1,598278E-1	4,367011E-4	1,286456E-2	8,281065E+5	4,547997E+2
4,850210E+2	3,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,470245E+2	3,334517E+3	1,591917E-1	4,184909E-4	1,221985E-2	8,156802E+5	4,552949E+2
4,937210E+2	4,331653E+1	3,500000E+0	3,864765E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,442640E+2	3,358064E+3	1,586277E-1	4,033663E-4	1,166047E-2	8,044839E+5	4,557901E+2
5,006200E+2	4,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,417754E+2	3,378918E+3	1,581184E-1	3,904674E-4	1,116660E-2	7,942732E+5	4,562853E+2
5,081420E+2	5,158827E+1	4,500000E+0	3,947483E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,394974E+2	3,397725E+3	1,576514E-1	3,792250E-4	1,072625E-2	7,849056E+5	4,567805E+2
5,169420E+2	5,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,373977E+2	3,414844E+3	1,572200E-1	3,693075E-4	1,032433E-2	7,761304E+5	4,572756E+2
6,305350E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
7,026940E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
7,853450E+2	3,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,727268E+2	4,195145E+3	6,683285E-1	3,534823E-4	5,900277E-2	2,262707E+6	5,633670E+2
6,321570E+2	4,488902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,616035E+2	4,212797E+3	6,780683E-1	2,885042E-4	5,497318E-2	2,207031E+6	5,637482E+2
6,275140E+2	1,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,667122E+2	4,204325E+3	6,743478E-1	3,139132E-4	5,900277E-2	2,262707E+6	5,633670E+2
5,570980E+2	3,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,598659E+2	4,215799E+3	6,791038E-1	2,810810E-4	5,497318E-2	2,207031E+6	5,637482E+2
5,688350E+2	5,319933E+1	3,000000E+0	4,063593E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,550400E+2	4,224430E+3	6,814725E-1	2,629440E-4	5,226090E-2	2,167562E+6	5,641295E+2
5,436140E+2	9,429855E+0	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,634532E+2	4,209667E+3	6,768448E-1	2,970322E-4	5,900277E-2	2,262707E+6	5,633670E+2
5,456480E+2	3,964465E+1	2,700000E+0	4,028046E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,526001E+2	4,228952E+3	6,824210E-1	2,549224E-4	5,299201E-2	2,178352E+6	5,640151E+2
5,084770E+2	2,988902E+1	2,000000E+0	3,930490E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,562672E+2	4,222195E+3	6,809355E-1	2,672485E-4	5,497318E-2	2,207031E+6	5,637482E+2
7,679840E+2	2,942986E+1	1,000000E+0	3,725899E+2	2,500000E-2	8,893891E+3	3,951355E+2	3,952542E+2	9,698032E+2	4,199484E+3	6,715121E-1	3,326337E-4	5,900277E-2	2,262707E+6	5,633670E+2
4,415030E+2	4,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,828507E+2	2,963538E+3	1,666870E-1	7,516054E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,693670E+2	7,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,683917E+2	3,131805E+3	1,635722E-1	5,758231E-4	1,221985E-2	8,156802E+5	4,552949E+2
4,695770E+2	7,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,683917E+2	3,131805E+3	1,635722E-1	5,758231E-4	1,221985E-2	8,156802E+5	4,552949E+2
4,985920E+2	9,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,597735E+2	3,218704E+3	1,617942E-1	5,020563E-4	1,032433E-2	7,761304E+5	4,572756E+2
4,993770E+2	9,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,597735E+2	3,218704E+3	1,617942E-1	5,020563E-4	1,032433E-2	7,761304E+5	4,572756E+2
4,886140E+2	8,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,637166E+2	3,179964E+3	1,626039E-1	5,336815E-4	1,116660E-2	7,942732E+5	4,562853E+2
4,896270E+2	8,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,637166E+2	3,179964E+3	1,626039E-1	5,336815E-4	1,116660E-2	7,942732E+5	4,562853E+2
4,485530E+2	2,770719E+1	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,736562E+2	3,074243E+3	1,646796E-1	6,306375E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,742120E+2	4,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,643832E+2	3,173253E+3	1,627413E-1	5,393620E-4	1,363377E-2	8,422609E+5	4,543045E+2
4,812130E+2	5,845683E+1	3,000000E+0	3,816168E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,580337E+2	3,235306E+3	1,614382E-1	4,890923E-4	1,221985E-2	8,156802E+5	4,552949E+2
4,993580E+2	6,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,530458E+2	3,281414E+3	1,604200E-1	4,548548E-4	1,116660E-2	7,942732E+5	4,562853E+2
5,139370E+2	7,518899E+1	5,000000E+0	3,983490E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,488631E+2	3,318569E+3	1,595670E-1	4,290784E-4	1,032433E-2	7,761304E+5	4,572756E+2
4,987250E+2	6,765296E+1	4,000000E+0	3,908130E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,530458E+2	3,281414E+3	1,604200E-1	4,548548E-4	1,116660E-2	7,942732E+5	4,562853E+2
4,378300E+2	7,707187E+0	1,000000E+0	3,508672E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,636886E+2	3,180246E+3	1,625981E-1	5,334450E-4	1,587337E-2	8,791950E+5	4,533142E+2
4,565980E+2	2,636004E+1	2,000000E+0	3,695200E+2	2,500000E-2	8,961629E+3	3,875844E+2	4,052936E+2	7,537550E+2	3,274985E+3	1,605647E-1	4,594770E-4	1,363377E-2	8,422609E+5	4,543045E+2
